label,name,cluster_annotation_term_set_label,parent_term_label,parent_term_set_label,term_set_order,term_order,cluster_annotation_term_set_name,color_hex_triplet,number_of_cells,description
CS202210140_827,MGE_260_333,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,1,subcluster,#3CC4BF,704,MGE interneuron (subcluster 333)
CS202210140_828,MGE_260_334,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,2,subcluster,#B0C23F,415,MGE interneuron (subcluster 334)
CS202210140_829,MGE_260_335,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,3,subcluster,#C04547,1098,MGE interneuron (subcluster 335)
CS202210140_830,MGE_260_336,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,4,subcluster,#3EBD36,831,MGE interneuron (subcluster 336)
CS202210140_831,MGE_259_337,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,0,subcluster,#3097B5,1670,MGE interneuron (subcluster 337)
CS202210140_832,MGE_259_338,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,1,subcluster,#B63643,2065,MGE interneuron (subcluster 338)
CS202210140_833,MGE_259_339,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,2,subcluster,#C0C13C,1465,MGE interneuron (subcluster 339)
CS202210140_834,MGE_259_340,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,3,subcluster,#3932B4,1605,MGE interneuron (subcluster 340)
CS202210140_835,MGE_259_341,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,4,subcluster,#44C247,3883,MGE interneuron (subcluster 341)
CS202210140_836,MGE_259_342,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,5,subcluster,#C036C9,1794,MGE interneuron (subcluster 342)
CS202210140_837,MGE_259_343,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,6,subcluster,#384A24,1099,MGE interneuron (subcluster 343)
CS202210140_838,MGE_259_344,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,7,subcluster,#54D6E0,1938,MGE interneuron (subcluster 344)
CS202210140_839,MGE_239_345,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,1,subcluster,#B627B6,318,MGE interneuron (subcluster 345)
CS202210140_840,MGE_239_346,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,2,subcluster,#CA3443,427,MGE interneuron (subcluster 346)
CS202210140_841,MGE_239_347,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,3,subcluster,#878331,1045,MGE interneuron (subcluster 347)
CS202210140_842,MGE_239_348,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,4,subcluster,#40D0C4,558,MGE interneuron (subcluster 348)
CS202210140_843,MGE_239_349,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,5,subcluster,#BCD443,495,MGE interneuron (subcluster 349)
CS202210140_844,MGE_239_350,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,6,subcluster,#C5B6E6,644,MGE interneuron (subcluster 350)
CS202210140_845,MGE_239_351,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,7,subcluster,#373635,721,MGE interneuron (subcluster 351)
CS202210140_846,MGE_239_352,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,8,subcluster,#354DBF,610,MGE interneuron (subcluster 352)
CS202210140_847,MGE_239_353,CCN202210140_SUBC,CS202210140_240,CCN202210140_CLUS,2,9,subcluster,#B99099,682,MGE interneuron (subcluster 353)
CS202210140_848,MGE_258_354,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,0,subcluster,#BDB525,681,MGE interneuron (subcluster 354)
CS202210140_849,MGE_258_355,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,1,subcluster,#C8B7D5,1109,MGE interneuron (subcluster 355)
CS202210140_850,MGE_258_356,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,2,subcluster,#785592,1014,MGE interneuron (subcluster 356)
CS202210140_851,MGE_258_357,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,3,subcluster,#323DCE,1235,MGE interneuron (subcluster 357)
CS202210140_852,MGE_258_358,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,4,subcluster,#CE34BE,1076,MGE interneuron (subcluster 358)
CS202210140_853,MGE_258_359,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,5,subcluster,#CAC46F,2090,MGE interneuron (subcluster 359)
CS202210140_854,MGE_256_360,CCN202210140_SUBC,CS202210140_257,CCN202210140_CLUS,2,0,subcluster,#B55A2D,409,MGE interneuron (subcluster 360)
CS202210140_855,MGE_256_361,CCN202210140_SUBC,CS202210140_257,CCN202210140_CLUS,2,1,subcluster,#34C483,749,MGE interneuron (subcluster 361)
CS202210140_856,MGE_256_362,CCN202210140_SUBC,CS202210140_257,CCN202210140_CLUS,2,2,subcluster,#B545C2,2742,MGE interneuron (subcluster 362)
CS202210140_857,MGE_256_363,CCN202210140_SUBC,CS202210140_257,CCN202210140_CLUS,2,3,subcluster,#BBC796,1191,MGE interneuron (subcluster 363)
CS202210140_858,MGE_256_364,CCN202210140_SUBC,CS202210140_257,CCN202210140_CLUS,2,4,subcluster,#334779,435,MGE interneuron (subcluster 364)
CS202210140_859,MGE_255_365,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,0,subcluster,#3885CD,27,MGE interneuron (subcluster 365)
CS202210140_860,MGE_255_366,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,1,subcluster,#C7A241,572,MGE interneuron (subcluster 366)
CS202210140_861,MGE_255_367,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,2,subcluster,#B8C4C3,956,MGE interneuron (subcluster 367)
CS202210140_862,MGE_255_368,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,3,subcluster,#53CD50,701,MGE interneuron (subcluster 368)
CS202210140_863,MGE_255_369,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,4,subcluster,#365B44,414,MGE interneuron (subcluster 369)
CS202210140_864,MGE_255_370,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,5,subcluster,#AA3641,536,MGE interneuron (subcluster 370)
CS202210140_865,MGE_255_371,CCN202210140_SUBC,CS202210140_256,CCN202210140_CLUS,2,6,subcluster,#A83CB9,135,MGE interneuron (subcluster 371)
CS202210140_866,MGE_258_372,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,6,subcluster,#313639,1246,MGE interneuron (subcluster 372)
CS202210140_867,MGE_253_373,CCN202210140_SUBC,CS202210140_254,CCN202210140_CLUS,2,8,subcluster,#993AAD,411,MGE interneuron (subcluster 373)
CS202210140_868,LLC_264_374,CCN202210140_SUBC,CS202210140_265,CCN202210140_CLUS,2,0,subcluster,#36559D,4056,LAMP5-LHX6 and Chandelier (subcluster 374)
CS202210140_869,LLC_264_375,CCN202210140_SUBC,CS202210140_265,CCN202210140_CLUS,2,1,subcluster,#B6396B,1073,LAMP5-LHX6 and Chandelier (subcluster 375)
CS202210140_870,LLC_264_376,CCN202210140_SUBC,CS202210140_265,CCN202210140_CLUS,2,2,subcluster,#A9B0C4,1215,LAMP5-LHX6 and Chandelier (subcluster 376)
CS202210140_871,LLC_264_377,CCN202210140_SUBC,CS202210140_265,CCN202210140_CLUS,2,3,subcluster,#6BB838,325,LAMP5-LHX6 and Chandelier (subcluster 377)
CS202210140_872,LLC_266_378,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,0,subcluster,#57C943,474,LAMP5-LHX6 and Chandelier (subcluster 378)
CS202210140_873,LLC_265_379,CCN202210140_SUBC,CS202210140_266,CCN202210140_CLUS,2,0,subcluster,#46389A,1477,LAMP5-LHX6 and Chandelier (subcluster 379)
CS202210140_874,LLC_265_380,CCN202210140_SUBC,CS202210140_266,CCN202210140_CLUS,2,1,subcluster,#B4563F,463,LAMP5-LHX6 and Chandelier (subcluster 380)
CS202210140_875,LLC_266_381,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,1,subcluster,#49433A,379,LAMP5-LHX6 and Chandelier (subcluster 381)
CS202210140_876,LLC_265_382,CCN202210140_SUBC,CS202210140_266,CCN202210140_CLUS,2,2,subcluster,#B89BC1,603,LAMP5-LHX6 and Chandelier (subcluster 382)
CS202210140_877,LLC_265_383,CCN202210140_SUBC,CS202210140_266,CCN202210140_CLUS,2,3,subcluster,#41BB5D,1708,LAMP5-LHX6 and Chandelier (subcluster 383)
CS202210140_878,LLC_266_384,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,2,subcluster,#3DB8CB,412,LAMP5-LHX6 and Chandelier (subcluster 384)
CS202210140_879,LLC_266_385,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,3,subcluster,#BB3BBC,1005,LAMP5-LHX6 and Chandelier (subcluster 385)
CS202210140_880,LLC_266_386,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,4,subcluster,#CC693E,537,LAMP5-LHX6 and Chandelier (subcluster 386)
CS202210140_881,LLC_266_387,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,5,subcluster,#C8B5C0,378,LAMP5-LHX6 and Chandelier (subcluster 387)
CS202210140_882,LLC_266_388,CCN202210140_SUBC,CS202210140_267,CCN202210140_CLUS,2,6,subcluster,#3D37B2,381,LAMP5-LHX6 and Chandelier (subcluster 388)
CS202210140_883,MGE_246_389,CCN202210140_SUBC,CS202210140_247,CCN202210140_CLUS,2,10,subcluster,#1D4149,210,MGE interneuron (subcluster 389)
CS202210140_884,MGE_236_390,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,4,subcluster,#2BCF55,515,MGE interneuron (subcluster 390)
CS202210140_885,MGE_236_391,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,5,subcluster,#D14D2E,583,MGE interneuron (subcluster 391)
CS202210140_886,MGE_236_392,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,6,subcluster,#55862E,500,MGE interneuron (subcluster 392)
CS202210140_887,MGE_257_393,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,0,subcluster,#C0B5B0,1777,MGE interneuron (subcluster 393)
CS202210140_888,MGE_257_394,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,1,subcluster,#3ABBC5,1419,MGE interneuron (subcluster 394)
CS202210140_889,MGE_236_395,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,7,subcluster,#B52CDC,319,MGE interneuron (subcluster 395)
CS202210140_890,MGE_236_396,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,8,subcluster,#BE2A83,525,MGE interneuron (subcluster 396)
CS202210140_891,MGE_236_397,CCN202210140_SUBC,CS202210140_237,CCN202210140_CLUS,2,9,subcluster,#D3AECA,306,MGE interneuron (subcluster 397)
CS202210140_892,MGE_257_398,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,2,subcluster,#C1932E,1383,MGE interneuron (subcluster 398)
CS202210140_893,MGE_257_399,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,3,subcluster,#5843B4,1394,MGE interneuron (subcluster 399)
CS202210140_894,MGE_258_400,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,7,subcluster,#4EC5C3,1078,MGE interneuron (subcluster 400)
CS202210140_895,MGE_258_401,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,8,subcluster,#36CF45,2325,MGE interneuron (subcluster 401)
CS202210140_896,MGE_258_402,CCN202210140_SUBC,CS202210140_259,CCN202210140_CLUS,2,9,subcluster,#C03734,1089,MGE interneuron (subcluster 402)
CS202210140_897,MGE_257_403,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,4,subcluster,#C22C9E,1525,MGE interneuron (subcluster 403)
CS202210140_898,MGE_257_404,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,5,subcluster,#523938,2294,MGE interneuron (subcluster 404)
CS202210140_899,MGE_262_405,CCN202210140_SUBC,CS202210140_263,CCN202210140_CLUS,2,0,subcluster,#3F594C,1325,MGE interneuron (subcluster 405)
CS202210140_900,MGE_262_406,CCN202210140_SUBC,CS202210140_263,CCN202210140_CLUS,2,1,subcluster,#4BB4BA,791,MGE interneuron (subcluster 406)
CS202210140_901,MGE_262_407,CCN202210140_SUBC,CS202210140_263,CCN202210140_CLUS,2,2,subcluster,#B49537,1060,MGE interneuron (subcluster 407)
CS202210140_902,MGE_262_408,CCN202210140_SUBC,CS202210140_263,CCN202210140_CLUS,2,3,subcluster,#C366B6,6943,MGE interneuron (subcluster 408)
CS202210140_903,MGE_257_409,CCN202210140_SUBC,CS202210140_258,CCN202210140_CLUS,2,6,subcluster,#31BA43,2450,MGE interneuron (subcluster 409)
CS202210140_904,MGE_261_410,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,0,subcluster,#CC5C6E,1278,MGE interneuron (subcluster 410)
CS202210140_905,MGE_261_411,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,1,subcluster,#3743BF,2861,MGE interneuron (subcluster 411)
CS202210140_906,MGE_259_412,CCN202210140_SUBC,CS202210140_260,CCN202210140_CLUS,2,8,subcluster,#BEBAB5,2322,MGE interneuron (subcluster 412)
CS202210140_907,MGE_261_413,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,2,subcluster,#BF3ED0,4276,MGE interneuron (subcluster 413)
CS202210140_908,MGE_261_414,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,3,subcluster,#3DCC4F,1750,MGE interneuron (subcluster 414)
CS202210140_909,MGE_261_415,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,4,subcluster,#582C7A,2574,MGE interneuron (subcluster 415)
CS202210140_910,MGE_261_416,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,5,subcluster,#1E4937,1969,MGE interneuron (subcluster 416)
CS202210140_911,MGE_261_417,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,6,subcluster,#B9D141,2096,MGE interneuron (subcluster 417)
CS202210140_912,MGE_261_418,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,7,subcluster,#CCC0C6,2847,MGE interneuron (subcluster 418)
CS202210140_913,MGE_261_419,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,8,subcluster,#A44820,1262,MGE interneuron (subcluster 419)
CS202210140_914,MGE_261_420,CCN202210140_SUBC,CS202210140_262,CCN202210140_CLUS,2,9,subcluster,#4BC3BE,544,MGE interneuron (subcluster 420)
CS202210140_915,MGE_260_421,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,5,subcluster,#3B4667,1992,MGE interneuron (subcluster 421)
CS202210140_916,MGE_260_422,CCN202210140_SUBC,CS202210140_261,CCN202210140_CLUS,2,6,subcluster,#C3B7C0,757,MGE interneuron (subcluster 422)
CS202210140_917,MGE_263_423,CCN202210140_SUBC,CS202210140_264,CCN202210140_CLUS,2,0,subcluster,#6D73BD,931,MGE interneuron (subcluster 423)
CS202210140_918,MGE_263_424,CCN202210140_SUBC,CS202210140_264,CCN202210140_CLUS,2,1,subcluster,#8A8645,5656,MGE interneuron (subcluster 424)
CS202210140_919,CGE_286_425,CCN202210140_SUBC,CS202210140_287,CCN202210140_CLUS,2,0,subcluster,#622C3E,1027,CGE interneuron (subcluster 425)
CS202210140_920,CGE_286_426,CCN202210140_SUBC,CS202210140_287,CCN202210140_CLUS,2,1,subcluster,#C244BA,5390,CGE interneuron (subcluster 426)
CS202210140_921,CGE_286_427,CCN202210140_SUBC,CS202210140_287,CCN202210140_CLUS,2,2,subcluster,#74D1BC,2563,CGE interneuron (subcluster 427)
CS202210140_922,CGE_286_428,CCN202210140_SUBC,CS202210140_287,CCN202210140_CLUS,2,3,subcluster,#3AAE35,2139,CGE interneuron (subcluster 428)
CS202210140_923,CGE_288_429,CCN202210140_SUBC,CS202210140_289,CCN202210140_CLUS,2,0,subcluster,#8ACF59,14210,CGE interneuron (subcluster 429)
CS202210140_924,CGE_288_430,CCN202210140_SUBC,CS202210140_289,CCN202210140_CLUS,2,1,subcluster,#C3453D,4232,CGE interneuron (subcluster 430)
CS202210140_925,CGE_287_431,CCN202210140_SUBC,CS202210140_288,CCN202210140_CLUS,2,0,subcluster,#D1B26C,3529,CGE interneuron (subcluster 431)
CS202210140_926,CGE_287_432,CCN202210140_SUBC,CS202210140_288,CCN202210140_CLUS,2,1,subcluster,#4DBD39,1163,CGE interneuron (subcluster 432)
CS202210140_927,CGE_287_433,CCN202210140_SUBC,CS202210140_288,CCN202210140_CLUS,2,2,subcluster,#833B34,11498,CGE interneuron (subcluster 433)
CS202210140_928,CGE_287_434,CCN202210140_SUBC,CS202210140_288,CCN202210140_CLUS,2,3,subcluster,#53B8C8,2315,CGE interneuron (subcluster 434)
CS202210140_929,CGE_287_435,CCN202210140_SUBC,CS202210140_288,CCN202210140_CLUS,2,4,subcluster,#813FBE,66,CGE interneuron (subcluster 435)
CS202210140_930,CGE_288_436,CCN202210140_SUBC,CS202210140_289,CCN202210140_CLUS,2,2,subcluster,#B967C1,234,CGE interneuron (subcluster 436)
CS202210140_931,CGE_288_437,CCN202210140_SUBC,CS202210140_289,CCN202210140_CLUS,2,3,subcluster,#404E4A,3745,CGE interneuron (subcluster 437)
CS202210140_932,CGE_288_438,CCN202210140_SUBC,CS202210140_289,CCN202210140_CLUS,2,4,subcluster,#4184CF,2410,CGE interneuron (subcluster 438)
CS202210140_933,LLC_270_439,CCN202210140_SUBC,CS202210140_271,CCN202210140_CLUS,2,0,subcluster,#C3C57C,57,LAMP5-LHX6 and Chandelier (subcluster 439)
CS202210140_934,LLC_270_440,CCN202210140_SUBC,CS202210140_271,CCN202210140_CLUS,2,1,subcluster,#438BC7,3179,LAMP5-LHX6 and Chandelier (subcluster 440)
CS202210140_935,LLC_270_441,CCN202210140_SUBC,CS202210140_271,CCN202210140_CLUS,2,2,subcluster,#438838,518,LAMP5-LHX6 and Chandelier (subcluster 441)
CS202210140_936,LLC_270_442,CCN202210140_SUBC,CS202210140_271,CCN202210140_CLUS,2,3,subcluster,#B24099,997,LAMP5-LHX6 and Chandelier (subcluster 442)
CS202210140_937,LLC_271_443,CCN202210140_SUBC,CS202210140_272,CCN202210140_CLUS,2,0,subcluster,#4ECB61,829,LAMP5-LHX6 and Chandelier (subcluster 443)
CS202210140_938,LLC_268_444,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,0,subcluster,#2F6A3F,698,LAMP5-LHX6 and Chandelier (subcluster 444)
CS202210140_939,LLC_272_445,CCN202210140_SUBC,CS202210140_273,CCN202210140_CLUS,2,0,subcluster,#7D817C,1960,LAMP5-LHX6 and Chandelier (subcluster 445)
CS202210140_940,LLC_271_446,CCN202210140_SUBC,CS202210140_272,CCN202210140_CLUS,2,1,subcluster,#4E41B0,735,LAMP5-LHX6 and Chandelier (subcluster 446)
CS202210140_941,LLC_273_447,CCN202210140_SUBC,CS202210140_274,CCN202210140_CLUS,2,0,subcluster,#31827B,2509,LAMP5-LHX6 and Chandelier (subcluster 447)
CS202210140_942,LLC_274_448,CCN202210140_SUBC,CS202210140_275,CCN202210140_CLUS,2,0,subcluster,#893480,1286,LAMP5-LHX6 and Chandelier (subcluster 448)
CS202210140_943,LLC_274_449,CCN202210140_SUBC,CS202210140_275,CCN202210140_CLUS,2,1,subcluster,#7BB7BC,433,LAMP5-LHX6 and Chandelier (subcluster 449)
CS202210140_944,LLC_274_450,CCN202210140_SUBC,CS202210140_275,CCN202210140_CLUS,2,2,subcluster,#84B03A,4654,LAMP5-LHX6 and Chandelier (subcluster 450)
CS202210140_945,LLC_275_451,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,0,subcluster,#3BBEC1,182,LAMP5-LHX6 and Chandelier (subcluster 451)
CS202210140_946,LLC_275_452,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,1,subcluster,#383A73,466,LAMP5-LHX6 and Chandelier (subcluster 452)
CS202210140_947,LLC_275_453,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,2,subcluster,#C9C7A8,399,LAMP5-LHX6 and Chandelier (subcluster 453)
CS202210140_948,LLC_275_454,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,3,subcluster,#BB3EBE,337,LAMP5-LHX6 and Chandelier (subcluster 454)
CS202210140_949,LLC_275_455,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,4,subcluster,#6EBB34,346,LAMP5-LHX6 and Chandelier (subcluster 455)
CS202210140_950,LLC_275_456,CCN202210140_SUBC,CS202210140_276,CCN202210140_CLUS,2,5,subcluster,#B9403A,444,LAMP5-LHX6 and Chandelier (subcluster 456)
CS202210140_951,LLC_269_457,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,0,subcluster,#A0BFBD,593,LAMP5-LHX6 and Chandelier (subcluster 457)
CS202210140_952,LLC_268_458,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,1,subcluster,#7E38C7,123,LAMP5-LHX6 and Chandelier (subcluster 458)
CS202210140_953,LLC_268_459,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,2,subcluster,#BA354A,838,LAMP5-LHX6 and Chandelier (subcluster 459)
CS202210140_954,LLC_268_460,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,3,subcluster,#BCC043,1082,LAMP5-LHX6 and Chandelier (subcluster 460)
CS202210140_955,LLC_271_461,CCN202210140_SUBC,CS202210140_272,CCN202210140_CLUS,2,2,subcluster,#A74B3D,670,LAMP5-LHX6 and Chandelier (subcluster 461)
CS202210140_956,LLC_271_462,CCN202210140_SUBC,CS202210140_272,CCN202210140_CLUS,2,3,subcluster,#C8A6B1,1811,LAMP5-LHX6 and Chandelier (subcluster 462)
CS202210140_957,LLC_269_463,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,1,subcluster,#773339,699,LAMP5-LHX6 and Chandelier (subcluster 463)
CS202210140_958,LLC_269_464,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,2,subcluster,#C4B539,625,LAMP5-LHX6 and Chandelier (subcluster 464)
CS202210140_959,LLC_269_465,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,3,subcluster,#BB35A5,652,LAMP5-LHX6 and Chandelier (subcluster 465)
CS202210140_960,LLC_269_466,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,4,subcluster,#3C6DC7,210,LAMP5-LHX6 and Chandelier (subcluster 466)
CS202210140_961,LLC_269_467,CCN202210140_SUBC,CS202210140_270,CCN202210140_CLUS,2,5,subcluster,#40BB50,435,LAMP5-LHX6 and Chandelier (subcluster 467)
CS202210140_962,LLC_268_468,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,4,subcluster,#39C3AD,130,LAMP5-LHX6 and Chandelier (subcluster 468)
CS202210140_963,LLC_268_469,CCN202210140_SUBC,CS202210140_269,CCN202210140_CLUS,2,5,subcluster,#CAA2C7,972,LAMP5-LHX6 and Chandelier (subcluster 469)
CS202210140_964,LLC_273_470,CCN202210140_SUBC,CS202210140_274,CCN202210140_CLUS,2,1,subcluster,#AD8C43,536,LAMP5-LHX6 and Chandelier (subcluster 470)
CS202210140_965,LLC_273_471,CCN202210140_SUBC,CS202210140_274,CCN202210140_CLUS,2,2,subcluster,#A764C1,209,LAMP5-LHX6 and Chandelier (subcluster 471)
CS202210140_966,LLC_267_472,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,0,subcluster,#BE4855,137,LAMP5-LHX6 and Chandelier (subcluster 472)
CS202210140_967,LLC_267_473,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,1,subcluster,#C0A1C4,117,LAMP5-LHX6 and Chandelier (subcluster 473)
CS202210140_968,LLC_267_474,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,2,subcluster,#3CC342,197,LAMP5-LHX6 and Chandelier (subcluster 474)
CS202210140_969,LLC_267_475,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,3,subcluster,#304446,46,LAMP5-LHX6 and Chandelier (subcluster 475)
CS202210140_970,LLC_267_476,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,4,subcluster,#B9C749,193,LAMP5-LHX6 and Chandelier (subcluster 476)
CS202210140_971,LLC_267_477,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,5,subcluster,#662FC4,167,LAMP5-LHX6 and Chandelier (subcluster 477)
CS202210140_972,LLC_267_478,CCN202210140_SUBC,CS202210140_268,CCN202210140_CLUS,2,6,subcluster,#3AB5C1,161,LAMP5-LHX6 and Chandelier (subcluster 478)
CS202210140_973,CGE_276_479,CCN202210140_SUBC,CS202210140_277,CCN202210140_CLUS,2,0,subcluster,#2AA5C5,77,CGE interneuron (subcluster 479)
