labelset,cell_label,cell_set_accession,parent_cell_set_accession,Cluster ID,Supercluster,Class auto-annotation,Neurotransmitter auto-annotation,Neuropeptide auto-annotation,Subtype auto-annotation,Transferred MTG Label,Top three regions,Top three dissections,Top Enriched Genes,Number of cells,DoubletFinder score,Total UMI,Fraction unspliced,Fraction mitochondrial,H19.30.002,H19.30.001,H18.30.002,H18.30.001,Fraction cells from top donor,Number of donors
cluster,Mmb_326,CS202210140_327,CS202210140_490,326.0,Mammillary body,NEUR,VGLUT2,ADCYAP CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS,,,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human MN: 64.1%, Human HTHma: 24.5%, Human HTHma-HTHtub: 11.0%","AC244258.1, SIM1, LINC00410, PITX2, FOXB1, AC087664.2, LHX1-DT, LHX1, AL691420.1, AC012501.2",1553.0,0.051152608,47143.17772,0.72905702,0.006767666,327.0,552.0,674.0,0.0,0.433998712,3.0
cluster,Mmb_327,CS202210140_328,CS202210140_490,327.0,Mammillary body,NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS,,,"Hypothalamus: 99.9%, Midbrain: 0.1%, Cerebral cortex: 0.0%","Human MN: 66.7%, Human HTHma: 27.8%, Human HTHma-HTHtub: 5.4%","LINC00410, PITX2, AC244258.1, AL691420.1, FOXB1, TNFRSF11B, LHX1-DT, LHX1, DRD3, MYO5B",1581.0,0.046919671,50795.47122,0.752717684,0.008122605,278.0,526.0,777.0,0.0,0.491461101,3.0
cluster,Mmb_328,CS202210140_329,CS202210140_490,328.0,Mammillary body,NEUR,HDC VGLUT2,ADCYAP CHGA CHGB NAMPT NUCB NXPH SCG TAC VGF proSAAS,,,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human MN: 40.4%, Human HTHma: 29.5%, Human HTHtub: 26.0%","LINC00410, PITX2, AL691420.1, SIM1, LHX1-DT, FOXB1, AC087664.2, TNFRSF11B, LHX1, FSHR",2346.0,0.029081878,33095.47783,0.768017929,0.039673946,613.0,782.0,951.0,0.0,0.405370844,3.0
cluster,Mmb_329,CS202210140_330,CS202210140_490,329.0,Mammillary body,NEUR,HDC VGLUT2,ADCYAP CBLN CHGA CHGB IGF NAMPT NUCB NXPH SCG TAC UBL proSAAS,,,"Hypothalamus: 99.7%, Midbrain: 0.3%, Thalamus: 0.1%","Human HTHma-HTHtub: 33.4%, Human HTHtub: 25.8%, Human MN: 23.5%","SIM1, AL691420.1, FOXB1, PITX2, AC244258.1, LHX1-DT, ADGRL4, DAPL1, ANXA3, AC093912.1",1487.0,0.026919973,28960.47276,0.755961475,0.012133769,211.0,753.0,523.0,0.0,0.506388702,3.0
cluster,Mmb_330,CS202210140_331,CS202210140_490,330.0,Mammillary body,NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC TRH UBL VGF proSAAS,,,"Hypothalamus: 100.0%, Cerebral cortex: 0.0%, Amygdala: 0.0%","Human MN: 44.6%, Human HTHma-HTHtub: 36.1%, Human HTHma: 19.2%","AC244258.1, AL691420.1, PITX2, FOXB1, SIM1, ANXA3, LHX1-DT, AC087664.2, AC093912.1, LHX1",1808.0,0.04153208,35252.82909,0.706319234,0.004601759,197.0,1000.0,611.0,0.0,0.553097345,3.0
cluster,Mmb_331,CS202210140_332,CS202210140_490,331.0,Mammillary body,NEUR,VGLUT2,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Hypothalamus: 96.6%, Midbrain: 2.3%, Cerebral cortex: 1.1%","Human MN: 45.7%, Human HTHma: 22.9%, Human HTHma-HTHtub: 18.9%","PITX2, SIM1, PANCR, AC083837.1, FOXB1, AL691420.1, LHX1-DT, C14orf39, PKHD1L1, NPSR1",175.0,0.065942857,19672.31429,0.731829225,0.005800499,30.0,75.0,68.0,2.0,0.428571429,4.0
cluster,Mmb_332,CS202210140_333,CS202210140_490,332.0,Mammillary body,NEUR,VGLUT2,ADCYAP CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL proSAAS,,,"Hypothalamus: 99.9%, Thalamus: 0.1%, Cerebral cortex: 0.0%","Human MN: 44.7%, Human HTHma: 37.0%, Human HTHtub: 9.6%","SIM1, FOXB1, PITX2, LHX1-DT, FRMPD2, LHX1, ANXA3, AC012501.2, AC083837.1, AL691420.1",1061.0,0.031508011,21466.54383,0.730315301,0.005843229,204.0,484.0,373.0,0.0,0.456173421,3.0
cluster,Mmb_333,CS202210140_334,CS202210140_490,333.0,Mammillary body,NEUR,HDC VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG SST TAC UBL proSAAS,,,"Hypothalamus: 97.7%, Cerebral cortex: 1.0%, Thalamus: 0.8%","Human HTHma-HTHtub: 36.0%, Human HTHtub: 28.7%, Human MN: 27.0%","SIM1, AC244258.1, LHX1-DT, LTBP1, FOXB1, ZFHX4-AS1, CD36, LHX1, PMFBP1, PITX2",711.0,0.051980489,25375.16878,0.728473663,0.006183906,184.0,304.0,216.0,7.0,0.427566807,4.0
cluster,Splat_334,CS202210140_335,CS202210140_483,334.0,Splatter,NEUR,CHOL VGLUT1 VGLUT2,ADCYAP CART CBLN CCK CHGB CRH NAMPT NMU NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Thalamus: 91.7%, Midbrain: 8.2%, Pons: 0.1%","Human ETH: 62.8%, Human MD-Re: 27.9%, Human SC: 6.3%","GNG8, GPR151, LINC01307, CHRNB3, POU4F1, SLC5A7, SCUBE1, TRPM8, ACOXL, F13A1",1998.0,0.030422621,17940.7968,0.651474399,0.020708959,959.0,426.0,613.0,0.0,0.47997998,3.0
cluster,Splat_335,CS202210140_336,CS202210140_483,335.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB CRH IGF NAMPT NUCB PENK PTHLH SCG SST UBL VGF proSAAS,,,"Medulla: 78.3%, Pons: 15.9%, Midbrain: 4.8%","Human IO: 70.8%, Human PnRF: 13.5%, Human MoSR: 3.2%","HSPD1P8, AC092445.1, LINC00331, POU4F1, TES, HOXD3, AC096773.1, PDLIM1, AC093772.1, LINC00581",993.0,0.180973767,31000.02316,0.707752597,0.028672531,115.0,232.0,646.0,0.0,0.650553877,3.0
cluster,Splat_336,CS202210140_337,CS202210140_483,336.0,Splatter,NEUR,VGLUT2 VGLUT3,AGT CBLN CCK CHGA CHGB GAL NAMPT NPPC NTS NUCB NXPH POMC SCG SST UBL proSAAS,,,"Midbrain: 91.5%, Thalamus: 8.1%, Medulla: 0.3%","Human SN-RN: 59.7%, Human PAG: 18.3%, Human CM-Pf: 7.7%","NKX6-1, FAM83B, ASAH2, LINC00261, EBF3, SIM1, ONECUT1, FOXA2, AC024230.1, AC079148.3",1263.0,0.084224171,43234.962,0.667229506,0.004685834,172.0,933.0,158.0,0.0,0.73871734,3.0
cluster,Splat_337,CS202210140_338,CS202210140_483,337.0,Splatter,NEUR,GABA,CALCB CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC POMC PYY SCG UBL VGF proSAAS,,,"Basal forebrain: 81.9%, Midbrain: 17.6%, Hypothalamus: 0.5%","Human GPi: 53.9%, Human GPe: 26.4%, Human SN: 16.1%","ONECUT1, ASAH2, AC016044.1, LHX1-DT, KANK4, LINC00922, LINC02520, ZNF676, LHX1, MARCHF11-AS1",193.0,0.219244783,45029.84974,0.714482351,0.001880189,5.0,185.0,3.0,0.0,0.958549223,3.0
cluster,Splat_338,CS202210140_339,CS202210140_483,338.0,Splatter,NEUR,VGLUT2,CBLN CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS,,,"Medulla: 99.1%, Basal forebrain: 0.6%, Pons: 0.3%","Human MoAN: 53.4%, Human MoSR: 34.0%, Human MoRF-MoEN: 11.7%","LINC02058, AC004080.1, FSHR, HOXD3, ASAH2, EBF1, PPP1R1C, HOXB3, IGFBP7, LNCTAM34A",350.0,0.113715486,19972.95714,0.688584501,0.011671441,2.0,285.0,63.0,0.0,0.814285714,3.0
cluster,Splat_339,CS202210140_340,CS202210140_483,339.0,Splatter,NEUR,GLY VGLUT2,CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL VGF proSAAS,,,"Pons: 99.4%, Medulla: 0.4%, Midbrain: 0.2%","Human DTg: 39.1%, Human PnRF: 35.2%, Human PB: 16.6%","SLC6A5, GLRA1, LINC01956, LGI2, EN1, LINC01798, ADGRD2, ASAH2, HOXB-AS1, MAB21L2",489.0,0.064762031,25574.6544,0.666166874,0.005617147,37.0,51.0,401.0,0.0,0.8200409,3.0
cluster,Splat_340,CS202210140_341,CS202210140_483,340.0,Splatter,NEUR,VGLUT2,CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH SCG UBL VGF proSAAS,,,"Pons: 88.3%, Midbrain: 9.5%, Thalamus: 1.6%","Human PB: 67.1%, Human DTg: 14.6%, Human PnEN: 5.1%","PTH2, ONECUT1, LHX9, MAB21L2, PRDM6, AC016044.1, DLK1, LINC01798, C1QL1, ONECUT3",547.0,0.075840023,23209.78428,0.625089726,0.004261797,40.0,81.0,426.0,0.0,0.778793419,3.0
cluster,Splat_341,CS202210140_342,CS202210140_483,341.0,Splatter,NEUR,VGLUT2,CBLN CHGA CHGB NAMPT NUCB SCG UBL UCN proSAAS,,,"Pons: 98.8%, Medulla: 1.2%, Cerebral cortex: 0.0%","Human DTg: 81.3%, Human PnEN: 11.1%, Human PnAN: 4.7%","EBF2, EBF3, AC079160.1, EBF1, DRGX, LINC01798, LINC01645, CNGA3, AC096719.1, LBX1-AS1",342.0,0.039585018,14503.43275,0.674472321,0.026441829,40.0,17.0,285.0,0.0,0.833333333,3.0
cluster,Splat_342,CS202210140_343,CS202210140_483,342.0,Splatter,NEUR,VGLUT2,ADCYAP ADM CBLN CHGA CHGB IGF NAMPT NUCB NXPH PYY SCG SPX UBL UCN VGF proSAAS,,,"Cerebellum: 97.0%, Pons: 1.8%, Midbrain: 0.8%","Human CbDN: 97.0%, Human PnAN: 1.0%, Human PB: 0.6%","ASAH2, VENTXP1, AF130359.1, LTBP2, LINC01036, AC090993.1, AC007614.1, LINC01524, DIAPH3, AC087855.2",868.0,0.115885012,48453.24309,0.764922511,0.003425052,16.0,19.0,833.0,0.0,0.959677419,3.0
cluster,Splat_343,CS202210140_344,CS202210140_483,343.0,Splatter,NEUR,VGLUT2,CBLN CHGA CHGB NAMPT NPPC NTS NUCB SCG SST TRH UBL proSAAS,,,"Medulla: 57.2%, Spinal cord: 34.1%, Pons: 5.9%","Human MoAN: 47.7%, Human SpC: 34.1%, Human MoSR: 9.2%","EBF2, DRGX, LMX1B, EBF1, MAFA, EBF3, HOXB7, HOXB3, AC024230.1, HOXD3",2797.0,0.033274013,13248.04219,0.636395836,0.005933203,124.0,281.0,2391.0,1.0,0.854844476,4.0
cluster,Splat_344,CS202210140_345,CS202210140_483,344.0,Splatter,CHRP NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NPFF NPPC NUCB NXPH SCG SST UBL proSAAS,,,"Medulla: 61.0%, Spinal cord: 21.9%, Pons: 14.9%","Human MoAN: 29.1%, Human SpC: 21.9%, Human MoRF-MoEN: 17.3%","LMX1B, EBF3, EBF1, PHOX2B-AS1, HOXB3, AC009411.2, EBF2, AC018742.1, PHOX2B, TLX3",3736.0,0.053402852,13209.70584,0.684551795,0.007603374,257.0,865.0,2614.0,0.0,0.699678801,3.0
cluster,Splat_345,CS202210140_346,CS202210140_483,345.0,Splatter,NEUR,VGLUT2,ADCYAP CALCB CBLN CHGA CHGB GRP NAMPT NMB NMU NPB NPPC NUCB PENK SCG SST TAC UBL proSAAS,,,"Medulla: 52.3%, Spinal cord: 35.4%, Midbrain: 6.8%","Human MoAN: 42.2%, Human SpC: 35.4%, Human MoSR: 9.3%","LMX1B, DRGX, SKOR2, HOXB7, HOXB3, EBF3, EBF2, EBF1, TLX3, HOXD3",2720.0,0.04033493,12912.89375,0.628576641,0.006862824,275.0,326.0,2118.0,1.0,0.778676471,4.0
cluster,Splat_346,CS202210140_347,CS202210140_483,346.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG SST TAC UBL proSAAS,,,"Medulla: 60.2%, Spinal cord: 39.4%, Pons: 0.3%","Human SpC: 39.4%, Human MoAN: 34.3%, Human MoSR: 22.4%","LMX1B, HOXB3, HOXD3, AL161908.1, POU4F1, EBF3, HOXB7, HSPD1P8, NHLH1, TAC3",635.0,0.07656429,15984.95276,0.743946992,0.008409307,10.0,74.0,551.0,0.0,0.867716535,3.0
cluster,Splat_347,CS202210140_348,CS202210140_483,347.0,Splatter,NEUR,GLY,CCK CHGA CHGB NAMPT NPPC NUCB NXPH PDYN PNOC SCG SST UBL proSAAS,,,"Medulla: 68.6%, Spinal cord: 29.3%, Pons: 0.9%","Human MoAN: 33.4%, Human SpC: 29.3%, Human MoSR: 21.6%","PAX2, HOXB3, EBF3, NPPC, SLC6A5, HOXB7, AC024230.1, HOXB-AS3, PAX8, PDYN",2434.0,0.080558776,15555.01808,0.695708271,0.009509955,122.0,467.0,1845.0,0.0,0.758011504,3.0
cluster,Splat_348,CS202210140_349,CS202210140_483,348.0,Splatter,NEUR,GLY,CHGA CHGB NAMPT NPPC NPY NUCB NXPH PENK PNOC SCG SST UBL VGF proSAAS,,,"Medulla: 65.6%, Spinal cord: 26.9%, Pons: 6.0%","Human MoAN: 39.0%, Human SpC: 26.9%, Human MoSR: 19.3%","HOXB3, PAX2, GBX1, HOXD3, GPC3, PAX8, NPPC, HOXB7, SLC6A5, SALL3",1861.0,0.076383629,17599.80924,0.699797445,0.006626438,140.0,362.0,1358.0,1.0,0.729715207,4.0
cluster,Splat_349,CS202210140_350,CS202210140_483,349.0,Splatter,NEUR,GLY,CHGA CHGB NAMPT NPPC NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,,,"Medulla: 84.7%, Spinal cord: 12.7%, Pons: 1.7%","Human MoRF-MoEN: 42.5%, Human MoAN: 28.5%, Human MoSR: 13.7%","SLC6A5, PAX2, HOXB3, HOXD3, PAX8, LINC00540, HOXB2, HOXA3, MAB21L2, GBX2",1557.0,0.106741695,19051.20231,0.699017779,0.007075145,139.0,487.0,931.0,0.0,0.597944766,3.0
cluster,Splat_350,CS202210140_351,CS202210140_483,350.0,Splatter,NEUR,GLY,CART CHGA CHGB NAMPT NUCB NXPH PENK PNOC SCG UBL VGF proSAAS,,,"Medulla: 98.2%, Spinal cord: 1.0%, Pons: 0.7%","Human MoRF-MoEN: 48.6%, Human MoAN: 35.1%, Human MoSR: 14.5%","SLC6A5, HOXB3, SKOR2, TFAP2A, LBX1-AS1, CRABP1, HOXA3, MAB21L2, HOXB2, HOXD3",3486.0,0.0790203,13275.77797,0.680921792,0.010192448,482.0,1238.0,1766.0,0.0,0.50659782,3.0
cluster,Splat_351,CS202210140_352,CS202210140_483,351.0,Splatter,NEUR,GABA,CBLN CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS,,,"Midbrain: 90.0%, Thalamus: 8.2%, Hypothalamus: 1.3%","Human SN-RN: 27.9%, Human PAG: 19.7%, Human PTR: 13.1%","LINC00261, FOXA2, TM4SF18, NDNF, PAX5, LINC01956, EMX2OS, ASAH2, EBF3, EMX2",559.0,0.136883875,26365.39714,0.675272913,0.011936879,173.0,173.0,213.0,0.0,0.381037567,3.0
cluster,Splat_352,CS202210140_353,CS202210140_483,352.0,Splatter,,GABA,CHGA CHGB NAMPT NPPC NUCB NXPH PNOC SCG UBL proSAAS,,,"Midbrain: 97.3%, Pons: 0.9%, Medulla: 0.8%","Human SC: 81.8%, Human IC: 10.4%, Human PAG-DR: 2.7%","LHX1, EBF1, EBF3, GATA3, TRAC, GATA3-AS1, PVALB, HAS2-AS1, HAS2, LHX1-DT",862.0,0.024857278,11072.56265,0.577338621,0.008174889,177.0,554.0,130.0,1.0,0.642691415,4.0
cluster,Splat_353,CS202210140_354,CS202210140_483,353.0,Splatter,NEUR,GABA,CBLN CHGA CHGB NAMPT NMB NPB NPY NUCB NXPH PENK PNOC POMC SCG TAC UBL VGF proSAAS,,,"Thalamus: 97.2%, Midbrain: 2.2%, Hypothalamus: 0.5%","Human LG: 93.9%, Human VLN: 1.4%, Human CM-Pf: 1.1%","GATA3, FABP4, HPGD, LHX5-AS1, NPY, GATA3-AS1, LINC00237, AC096751.2, AL138899.1, NDNF",852.0,0.052162004,15660.21127,0.577230287,0.008837299,72.0,681.0,99.0,0.0,0.799295775,3.0
cluster,Splat_354,CS202210140_355,CS202210140_483,354.0,Splatter,NEUR,GABA,CBLN CHGA CHGB IGF NAMPT NMU NPPC NPY NUCB NXPH PNOC SCG TAC UBL UCN VGF proSAAS,,,"Midbrain: 86.4%, Thalamus: 9.6%, Pons: 2.2%","Human PTR: 31.6%, Human SN-RN: 20.7%, Human SN: 19.1%","GATA3, LHX1, LHX1-DT, LHX5-AS1, GATA3-AS1, ASAH2, ST8SIA6, SAMD11, SIX3, GATA2",1441.0,0.115763572,27613.1839,0.669635659,0.004746582,472.0,685.0,284.0,0.0,0.47536433,3.0
cluster,Splat_355,CS202210140_356,CS202210140_483,355.0,Splatter,NEUR,GABA,CBLN CCK CHGA CHGB NAMPT NPPC NPY NUCB NXPH PENK PNOC SCG TAC UBL VGF proSAAS,,,"Midbrain: 87.7%, Pons: 9.3%, Thalamus: 2.4%","Human IC: 35.8%, Human SC: 26.8%, Human PTR: 14.3%","PAX5, GATA3, LINC01956, LHX5-AS1, LINC01497, PAX7, LINC01210, GATA3-AS1, GATA2, LHX1",4371.0,0.070246418,22641.4658,0.655787148,0.007380762,1037.0,2028.0,1305.0,1.0,0.463967056,4.0
cluster,Splat_356,CS202210140_357,CS202210140_483,356.0,Splatter,NEUR,GABA,CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG SST UBL VGF proSAAS,,,"Midbrain: 67.5%, Pons: 20.1%, Thalamus: 9.5%","Human PTR: 30.3%, Human IC: 11.1%, Human SC: 8.1%","MECOM, COL8A1, GATA3, LHX5-AS1, AC005100.1, GATA3-AS1, LMO1, EBF3, GATA2, TFAP2A",6063.0,0.073026345,20860.0028,0.680196912,0.009537316,2277.0,2000.0,1783.0,3.0,0.375556655,4.0
cluster,Splat_357,CS202210140_358,CS202210140_483,357.0,Splatter,NEUR,GABA,CHGA CHGB NAMPT NMU NPPC NUCB NXPH PENK PNOC SCG UBL VGF proSAAS,,,"Midbrain: 97.4%, Pons: 1.6%, Thalamus: 0.9%","Human SC: 32.6%, Human PTR: 30.3%, Human PAG: 17.5%","TFAP2B, EMX2, LINC01497, PAX7, EMX2OS, FAM9B, GATA3, AC005208.1, LEF1, LHX5-AS1",2674.0,0.063407867,21913.12378,0.657327081,0.006804551,995.0,1259.0,420.0,0.0,0.470830217,3.0
cluster,Splat_358,CS202210140_359,CS202210140_483,358.0,Splatter,NEUR,GABA,CBLN CCK CHGA CHGB NAMPT NMU NPPC NUCB NXPH PENK PNOC SCG TAC UBL VGF proSAAS,,,"Midbrain: 91.5%, Thalamus: 7.8%, Pons: 0.4%","Human SC: 30.4%, Human PTR: 26.0%, Human PAG: 14.0%","TFAP2B, PAX3, GATA3, LINC01497, PAX7, AC005208.1, TFAP2A, LHX5-AS1, GATA3-AS1, AC025946.1",3175.0,0.049210456,18061.04724,0.656954918,0.007463224,1207.0,1476.0,490.0,2.0,0.46488189,4.0
cluster,Splat_359,CS202210140_360,CS202210140_483,359.0,Splatter,NEUR,GABA,CCK CHGA CHGB NAMPT NPPC NUCB NXPH SCG SST UBL VGF proSAAS,,,"Midbrain: 99.1%, Thalamus: 0.4%, Pons: 0.3%","Human SC: 70.1%, Human IC: 14.3%, Human PTR: 8.5%","TFAP2B, PAX7, GATA3, TFAP2A, ADAMTS20, LHX5-AS1, EMX2, LINC01210, GATA3-AS1, AC025946.1",6660.0,0.039141447,12878.88544,0.633799261,0.00489726,1738.0,3957.0,962.0,3.0,0.594144144,4.0
cluster,Splat_360,CS202210140_361,CS202210140_483,360.0,Splatter,NEUR,GABA,CHGA CHGB NAMPT NPPC NUCB SCG TAC UBL proSAAS,,,"Midbrain: 99.1%, Pons: 0.8%, Thalamus: 0.1%","Human SC: 87.1%, Human IC: 10.6%, Human PTR: 0.6%","IGFL1, AP000146.1, LINC01692, OTX2, GATA3, IRX2, DMBX1, COL6A2, IRX3, FST",1215.0,0.040679213,12616.59012,0.645326546,0.004343995,238.0,766.0,211.0,0.0,0.630452675,3.0
cluster,Splat_361,CS202210140_362,CS202210140_483,361.0,Splatter,NEUR,GABA,CBLN CCK CHGA CHGB IGF NAMPT NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,,,"Midbrain: 83.4%, Thalamus: 14.3%, Pons: 1.8%","Human PTR: 49.6%, Human PAG: 14.9%, Human ETH: 8.9%","LINC01497, GATA3, AC005208.1, KCNJ16, GATA2, AC074099.1, LINC01876, LHX5-AS1, SIX3, LHX1",1067.0,0.056901128,23691.62137,0.654141613,0.007232615,440.0,471.0,156.0,0.0,0.441424555,3.0
cluster,Splat_362,CS202210140_363,CS202210140_483,362.0,Splatter,NEUR,GABA,CHGA CHGB NAMPT NMU NUCB NXPH PNOC SCG TAC UBL VGF proSAAS,,,"Pons: 39.4%, Cerebellum: 34.7%, Midbrain: 21.7%","Human CbDN: 34.7%, Human DTg: 24.0%, Human PTR: 8.7%","LHX5-AS1, OTP, LHX1, EBF3, S100A10, ZPLD1, ECEL1, LINC02520, AL359915.1, TRPC7",2288.0,0.073391081,22153.63156,0.662189116,0.009277275,753.0,315.0,1217.0,3.0,0.531905594,4.0
cluster,Splat_363,CS202210140_364,CS202210140_483,363.0,Splatter,NEUR,VGLUT2,CHGA CHGB CRH NAMPT NUCB NXPH PENK PNOC SCG SST UBL proSAAS,,,"Thalamus: 64.4%, Basal forebrain: 20.9%, Hypothalamus: 7.4%","Human ANC: 64.2%, Human SEP: 20.8%, Human BNST: 6.7%","EBF2, EBF3, AC009081.2, EOMES, CNGA3, AC092675.1, AC079160.1, GLP1R, ST8SIA6, CPA6",1482.0,0.036727986,14501.05938,0.69080713,0.008801321,548.0,674.0,260.0,0.0,0.454790823,3.0
cluster,Splat_364,CS202210140_365,CS202210140_483,364.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Midbrain: 99.6%, Thalamus: 0.2%, Medulla: 0.1%","Human IC: 97.5%, Human SC: 1.7%, Human PTR: 0.2%","TFAP2D, LHX9, LINC01956, HNF4G, TMEM176B, LINC01568, AL138720.1, IRX2, WDR72, ZFHX4-AS1",7200.0,0.077045102,25341.75389,0.692734781,0.005009776,1883.0,3334.0,1982.0,1.0,0.463055556,4.0
cluster,Splat_365,CS202210140_366,CS202210140_483,365.0,Splatter,NEUR,GABA VGLUT2,ADCYAP CBLN CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL VGF proSAAS,,,"Pons: 43.0%, Midbrain: 30.2%, Medulla: 17.1%","Human DTg: 13.8%, Human PnEN: 12.8%, Human MoRF-MoEN: 11.6%","SLC6A5, GLRA1, ONECUT1, LHX5-AS1, MAB21L2, LHX1, LINC01933, ASAH2, KLHL1, IGDCC4",28081.0,0.087567374,26060.9078,0.682137647,0.006825049,6139.0,7896.0,13967.0,79.0,0.497382572,4.0
cluster,Splat_366,CS202210140_367,CS202210140_483,366.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Midbrain: 57.4%, Pons: 19.9%, Thalamus: 15.2%","Human PAG: 17.9%, Human PTR: 12.3%, Human ETH: 9.4%","EBF2, EBF3, EBF1, KLHL1, SHOX2, AC007656.2, TFAP2D, RMST, SLC17A6, NCAPG",11033.0,0.077710886,20917.50566,0.676399843,0.008701791,3277.0,4252.0,3492.0,12.0,0.385389287,4.0
cluster,Splat_367,CS202210140_368,CS202210140_483,367.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Midbrain: 96.9%, Thalamus: 2.6%, Pons: 0.3%","Human SC: 38.5%, Human IC: 29.3%, Human PAG: 15.2%","LHX9, TFAP2D, TAC1, SAMD11, POU4F1, FAM9B, BARHL1, AC092114.1, SLC17A6, LINC01568",4065.0,0.057230426,19821.9877,0.65475785,0.004510535,1198.0,2111.0,756.0,0.0,0.519311193,3.0
cluster,Splat_368,CS202210140_369,CS202210140_483,368.0,Splatter,NEUR,VGLUT2,ADCYAP CBLN CCK CHGA CHGB NAMPT NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Midbrain: 84.5%, Thalamus: 13.4%, Pons: 1.5%","Human PTR: 24.0%, Human PAG: 18.1%, Human IC: 15.7%","EBF3, TFAP2B, TFAP2D, LHX9, BNC2, EBF1, EBF2, ONECUT1, KLHL1, SCN7A",10857.0,0.060360255,22312.57788,0.670460705,0.007031991,3919.0,4633.0,2305.0,0.0,0.426729299,3.0
cluster,Splat_369,CS202210140_370,CS202210140_483,369.0,Splatter,NEUR,VGLUT2,CBLN CCK CHGA CHGB NAMPT NTS NUCB NXPH SCG TAC UBL VGF proSAAS,,,"Midbrain: 96.5%, Thalamus: 2.3%, Pons: 0.6%","Human PTR: 42.2%, Human SC: 39.6%, Human IC: 6.3%","TFAP2B, FOXB1, LHX9, TFAP2D, SHOX2, NTS, EBF3, FAM9B, LEF1, AC074237.1",2975.0,0.054954353,20270.93815,0.656873196,0.005595661,961.0,1598.0,414.0,2.0,0.537142857,4.0
cluster,Splat_370,CS202210140_371,CS202210140_483,370.0,Splatter,NEUR,VGLUT2,ADCYAP CCK CHGA CHGB NAMPT NUCB NXPH PENK SCG TAC UBL proSAAS,,,"Midbrain: 98.8%, Pons: 0.5%, Thalamus: 0.5%","Human SC: 76.1%, Human IC: 11.3%, Human PTR: 7.9%","EBF2, TFAP2B, EBF3, EBF1, LHX9, POU4F1, HSPD1P8, LEF1, TFAP2D, LGR5",3622.0,0.037646928,15025.90641,0.625933764,0.003283069,773.0,2238.0,610.0,1.0,0.617890668,4.0
cluster,Splat_371,CS202210140_372,CS202210140_483,371.0,Splatter,NEUR,VGLUT2,ADCYAP CART CCK CHGA CHGB CRH NAMPT NTS NUCB NXPH SCG UBL VGF proSAAS,,,"Midbrain: 99.7%, Cerebellum: 0.3%, Cerebral cortex: 0.0%","Human SC: 93.5%, Human IC: 6.0%, Human PAG-DR: 0.3%","CPA6, BNC2, NPSR1, EBF2, PGM5, OTOS, SHISAL2B, EBF1, LEF1, TAGLN2",398.0,0.018885548,14967.53769,0.544380096,0.003532163,42.0,281.0,75.0,0.0,0.706030151,3.0
cluster,Thex_372,CS202210140_373,CS202210140_491,372.0,Thalamic excitatory,NEUR,VGLUT2,ADCYAP CALCB CART CBLN CCK CHGA CHGB CRH IGF NAMPT NMB NPB NUCB NXPH PTHLH SCG UBL VGF proSAAS,,,"Midbrain: 53.2%, Thalamus: 44.2%, Cerebral cortex: 2.5%","Human PTR: 40.8%, Human MG: 22.6%, Human SN-RN: 10.0%","PTH2, FAM9B, CALCA, CALCB, GBX2, AC019068.1, AC012535.1, LINC01568, LHX9, CALB2",2593.0,0.085153141,28054.90397,0.661925476,0.006008664,740.0,1324.0,464.0,65.0,0.510605476,4.0
